                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.41089,                0.35741,                 0.9089,                0.85214,                0.72074,                0.81489,                0.67548,                0.71572,                0.80014,                 1.0998,             0.00035586,             0.00035586,             0.00035586
                    154,                0.42085,                0.36076,                0.90305,                0.77669,                0.75155,                0.79737,                0.66754,                 0.7125,                0.85161,                 1.0975,              0.0003535,              0.0003535,              0.0003535
                    155,                0.42165,                0.35839,                0.90168,                0.79435,                0.75286,                0.79407,                0.66558,                0.69607,                0.87613,                 1.0915,             0.00035115,             0.00035115,             0.00035115
                    156,                0.42964,                0.36381,                0.90255,                0.79491,                0.73337,                0.80251,                0.66953,                0.71529,                0.88248,                 1.1096,             0.00034879,             0.00034879,             0.00034879
                    157,                0.40529,                0.35182,                0.90301,                0.79518,                0.75291,                0.81512,                 0.6802,                0.68373,                0.83898,                 1.0827,             0.00034643,             0.00034643,             0.00034643
                    158,                0.42446,                0.37156,                0.91681,                0.83656,                0.72318,                0.81733,                0.68559,                0.68832,                0.82395,                 1.0707,             0.00034408,             0.00034408,             0.00034408
                    159,                0.40518,                0.35315,                0.90567,                0.77893,                 0.6958,                0.78241,                0.64119,                0.70823,                0.88446,                 1.1256,             0.00034172,             0.00034172,             0.00034172
                    160,                0.40437,                0.34868,                0.89434,                0.80103,                0.67627,                 0.7818,                0.65841,                0.72493,                0.91456,                 1.1471,             0.00033936,             0.00033936,             0.00033936
                    161,                0.40965,                0.35357,                0.90089,                0.83426,                0.69205,                0.79347,                0.66496,                0.72908,                0.89158,                 1.1201,             0.00033701,             0.00033701,             0.00033701
                    162,                0.40581,                0.34895,                0.90947,                0.81268,                0.72761,                0.79864,                0.65651,                0.72935,                0.89917,                 1.1289,             0.00033465,             0.00033465,             0.00033465
                    163,                0.39803,                0.34539,                0.90212,                0.75098,                0.75069,                0.79558,                0.66671,                0.71127,                0.86898,                 1.1168,              0.0003323,              0.0003323,              0.0003323
                    164,                0.41087,                0.34886,                0.90742,                0.75124,                0.73849,                0.78545,                0.65655,                0.70683,                0.91659,                 1.0982,             0.00032994,             0.00032994,             0.00032994
                    165,                 0.4003,                0.33936,                0.89774,                0.79453,                0.74233,                0.80637,                0.67853,                0.67358,                0.85134,                 1.0701,             0.00032758,             0.00032758,             0.00032758
                    166,                0.40034,                0.34747,                0.90066,                0.83929,                0.71527,                  0.811,                0.67961,                0.68602,                0.83816,                  1.106,             0.00032523,             0.00032523,             0.00032523
                    167,                0.40115,                0.34589,                0.89106,                0.72856,                0.76885,                0.80915,                0.66221,                0.69029,                0.84798,                 1.1075,             0.00032287,             0.00032287,             0.00032287
                    168,                 0.4067,                0.34241,                0.90593,                0.73666,                0.74861,                0.79059,                0.65667,                0.68379,                0.90165,                  1.095,             0.00032051,             0.00032051,             0.00032051
                    169,                0.40674,                0.34245,                0.91072,                0.85816,                0.69382,                0.80762,                0.66492,                 0.7203,                0.85467,                 1.1105,             0.00031816,             0.00031816,             0.00031816
                    170,                0.40096,                0.33636,                0.90096,                0.85295,                0.71412,                0.82116,                0.67973,                0.69408,                0.85479,                 1.0778,              0.0003158,              0.0003158,              0.0003158
                    171,                0.40315,                0.34159,                0.90621,                 0.8422,                0.71637,                0.80758,                0.68137,                0.68344,                0.90612,                  1.089,             0.00031345,             0.00031345,             0.00031345
                    172,                 0.4046,                0.33875,                0.90623,                0.79161,                0.73509,                0.80625,                0.68033,                0.69332,                0.92098,                 1.0976,             0.00031109,             0.00031109,             0.00031109
                    173,                0.38541,                0.32876,                0.89718,                0.85682,                0.69351,                0.81435,                0.68177,                0.71149,                0.90806,                 1.1282,             0.00030873,             0.00030873,             0.00030873
                    174,                0.39511,                0.34262,                0.89281,                0.85406,                0.70824,                0.81594,                0.68276,                 0.6815,                0.89221,                 1.0788,             0.00030638,             0.00030638,             0.00030638
                    175,                0.38938,                0.33539,                 0.8917,                 0.7869,                0.76664,                0.84185,                0.69553,                0.69724,                0.84931,                 1.0951,             0.00030402,             0.00030402,             0.00030402
                    176,                0.40476,                0.34087,                0.90284,                0.78795,                0.71407,                0.79411,                 0.6601,                0.69773,                0.93543,                 1.1078,             0.00030167,             0.00030167,             0.00030167
                    177,                0.40303,                0.34631,                0.91192,                0.81117,                0.69018,                 0.7941,                0.65848,                0.69211,                0.94067,                 1.0839,             0.00029931,             0.00029931,             0.00029931
                    178,                0.40087,                0.34419,                0.90358,                0.76515,                0.72723,                0.79794,                0.65448,                0.69244,                0.88785,                 1.0938,             0.00029695,             0.00029695,             0.00029695
                    179,                0.40431,                0.34122,                0.90657,                0.78361,                0.69012,                0.78351,                0.65418,                0.68859,                0.94921,                 1.0997,              0.0002946,              0.0002946,              0.0002946
                    180,                 0.3957,                0.33077,                0.89889,                 0.7674,                0.73437,                 0.8069,                0.66626,                0.71044,                0.86947,                 1.1175,             0.00029224,             0.00029224,             0.00029224
                    181,                0.39024,                0.33015,                 0.8979,                0.79138,                0.72667,                0.79774,                0.67281,                0.69993,                0.84879,                 1.1048,             0.00028988,             0.00028988,             0.00028988
                    182,                0.38867,                0.33236,                0.90345,                0.85856,                0.67028,                0.79791,                0.66671,                0.71601,                0.87595,                 1.1091,             0.00028753,             0.00028753,             0.00028753
                    183,                0.38858,                0.32264,                 0.8942,                0.85774,                0.71343,                 0.8216,                0.68886,                0.69695,                0.82633,                 1.1105,             0.00028517,             0.00028517,             0.00028517
                    184,                0.37992,                0.32073,                0.88637,                0.80205,                0.72793,                0.81437,                0.67688,                0.70834,                0.86311,                 1.1353,             0.00028282,             0.00028282,             0.00028282
                    185,                 0.3832,                0.33695,                0.90139,                0.84365,                0.67165,                 0.7915,                0.65863,                 0.7016,                0.86456,                 1.1167,             0.00028046,             0.00028046,             0.00028046
                    186,                0.38385,                0.32397,                0.89562,                0.74413,                0.73368,                0.77558,                0.63833,                 0.7165,                0.97535,                 1.1368,              0.0002781,              0.0002781,              0.0002781
                    187,                0.38367,                0.32701,                0.89345,                0.78649,                0.72273,                0.78827,                0.65567,                0.68934,                0.89013,                 1.1162,             0.00027575,             0.00027575,             0.00027575
                    188,                 0.3814,                0.32918,                0.89757,                 0.7984,                0.69419,                0.77745,                0.65745,                0.68858,                0.94675,                 1.1155,             0.00027339,             0.00027339,             0.00027339
                    189,                0.38102,                 0.3223,                0.88914,                0.79665,                0.69181,                0.78677,                0.66471,                 0.6676,                0.90791,                 1.0856,             0.00027103,             0.00027103,             0.00027103
                    190,                0.37547,                0.31722,                0.88542,                0.78728,                0.72017,                0.79059,                0.66185,                0.68744,                0.92573,                 1.1223,             0.00026868,             0.00026868,             0.00026868
                    191,                0.37712,                0.31549,                0.89016,                0.76734,                0.74836,                0.79939,                0.67005,                0.68956,                0.83993,                 1.1244,             0.00026632,             0.00026632,             0.00026632
                    192,                0.36988,                0.30609,                0.88743,                  0.835,                0.69875,                0.80485,                0.67216,                0.69278,                0.83564,                 1.1189,             0.00026397,             0.00026397,             0.00026397
                    193,                0.36596,                0.30951,                0.89053,                0.79892,                0.72866,                0.80306,                0.67216,                0.70081,                0.82155,                  1.121,             0.00026161,             0.00026161,             0.00026161
                    194,                0.37587,                0.31824,                0.89328,                0.79301,                0.73447,                0.80264,                0.67004,                0.67923,                0.84698,                  1.102,             0.00025925,             0.00025925,             0.00025925
                    195,                0.38594,                0.32555,                0.89567,                0.83091,                0.75014,                0.82967,                 0.6863,                0.67444,                0.80999,                 1.0784,              0.0002569,              0.0002569,              0.0002569
                    196,                0.38175,                0.32109,                0.89338,                0.87382,                0.70615,                0.82737,                0.68579,                0.70182,                 0.8088,                 1.1058,             0.00025454,             0.00025454,             0.00025454
                    197,                  0.366,                0.30844,                0.89579,                0.81656,                0.73141,                0.81068,                0.68852,                0.66711,                0.82778,                 1.0982,             0.00025218,             0.00025218,             0.00025218
                    198,                0.36714,                0.31608,                0.89023,                0.87252,                0.68749,                0.80421,                0.68492,                0.68095,                0.83349,                 1.0963,             0.00024983,             0.00024983,             0.00024983
                    199,                0.38032,                 0.3115,                0.89165,                0.82387,                0.71958,                0.80654,                0.68389,                0.69337,                0.81751,                 1.1121,             0.00024747,             0.00024747,             0.00024747
                    200,                0.37661,                  0.313,                0.89467,                 0.8163,                 0.6934,                0.79286,                0.66722,                0.67035,                0.89284,                  1.083,             0.00024512,             0.00024512,             0.00024512
                    201,                 0.3701,                0.31441,                0.88729,                 0.7772,                0.72363,                0.80011,                0.67206,                0.67452,                0.83369,                 1.0928,             0.00024276,             0.00024276,             0.00024276
                    202,                0.37907,                0.31346,                0.89716,                0.80666,                0.69693,                0.80428,                0.66402,                0.71929,                0.86905,                  1.128,              0.0002404,              0.0002404,              0.0002404
                    203,                0.37019,                 0.3107,                0.89073,                0.85013,                0.67581,                0.80332,                0.66549,                0.72174,                0.85784,                 1.1467,             0.00023805,             0.00023805,             0.00023805
                    204,                0.35861,                0.29489,                0.88161,                0.79746,                0.75935,                0.82494,                0.68005,                0.71539,                0.81189,                 1.1354,             0.00023569,             0.00023569,             0.00023569
                    205,                0.36389,                  0.309,                0.88327,                0.82787,                0.71527,                0.81594,                0.67703,                0.70012,                0.86859,                 1.1172,             0.00023334,             0.00023334,             0.00023334
                    206,                0.36082,                0.30138,                0.88927,                0.84255,                0.67351,                0.78762,                0.65895,                0.71965,                0.89391,                 1.1366,             0.00023098,             0.00023098,             0.00023098
                    207,                0.35785,                0.30141,                0.89047,                0.85799,                0.70638,                0.79444,                0.66248,                0.69031,                0.86501,                  1.106,             0.00022862,             0.00022862,             0.00022862
                    208,                0.36463,                0.30443,                0.88824,                0.82208,                0.72121,                0.80118,                0.67864,                0.65942,                0.86237,                 1.0938,             0.00022627,             0.00022627,             0.00022627
                    209,                0.36018,                0.29747,                0.88359,                0.84544,                0.68802,                0.78786,                0.66465,                0.68685,                0.87588,                 1.1056,             0.00022391,             0.00022391,             0.00022391
                    210,                 0.3517,                0.28727,                0.88935,                0.79876,                0.71611,                0.78125,                0.66657,                0.67043,                0.90979,                 1.0822,             0.00022155,             0.00022155,             0.00022155
                    211,                0.36812,                0.30494,                0.88804,                0.82266,                0.72223,                0.79278,                0.67372,                0.65848,                0.85582,                 1.0716,              0.0002192,              0.0002192,              0.0002192
                    212,                0.35378,                0.28559,                0.88561,                0.84995,                 0.7003,                0.80757,                0.68178,                0.66165,                0.82998,                 1.0766,             0.00021684,             0.00021684,             0.00021684
                    213,                0.37482,                0.30368,                0.88737,                0.80862,                0.73494,                0.81865,                0.68772,                0.67082,                0.82931,                 1.0757,             0.00021449,             0.00021449,             0.00021449
                    214,                0.36639,                0.30355,                0.88455,                0.79761,                0.72703,                0.78986,                 0.6601,                0.67391,                 0.9229,                 1.0813,             0.00021213,             0.00021213,             0.00021213
                    215,                0.36671,                 0.2986,                0.88882,                0.82567,                0.70599,                0.80544,                0.66869,                0.68206,                 0.8665,                 1.0884,             0.00020977,             0.00020977,             0.00020977
                    216,                0.35235,                0.29419,                0.88056,                0.85401,                0.71816,                0.82177,                0.69128,                0.66479,                0.81478,                 1.0808,             0.00020742,             0.00020742,             0.00020742
                    217,                0.35733,                 0.3061,                0.89078,                0.84899,                0.70013,                0.83565,                0.69361,                 0.6703,                 0.8214,                 1.0852,             0.00020506,             0.00020506,             0.00020506
                    218,                  0.342,                 0.2869,                0.87707,                0.79552,                0.74812,                0.81677,                0.69098,                0.64479,                0.84154,                 1.0782,              0.0002027,              0.0002027,              0.0002027
                    219,                0.35822,                0.29495,                0.89054,                0.85473,                0.74402,                0.83387,                0.69572,                0.65644,                0.80699,                 1.0908,             0.00020035,             0.00020035,             0.00020035
                    220,                0.36135,                0.29761,                0.88838,                0.87324,                0.69988,                0.83507,                 0.6971,                0.66098,                0.83511,                 1.0865,             0.00019799,             0.00019799,             0.00019799
                    221,                0.35728,                 0.2965,                0.88767,                0.85731,                0.70131,                 0.8225,                0.69197,                0.66984,                 0.8664,                 1.0975,             0.00019564,             0.00019564,             0.00019564
                    222,                0.33574,                0.28064,                0.87334,                0.78238,                0.73903,                0.81672,                0.68181,                0.66538,                0.89974,                 1.0975,             0.00019328,             0.00019328,             0.00019328
                    223,                0.34187,                 0.2855,                0.87288,                0.83896,                0.70042,                0.81122,                0.67885,                0.67762,                0.87582,                 1.1019,             0.00019092,             0.00019092,             0.00019092
                    224,                0.34953,                0.28943,                0.89268,                0.84203,                0.74103,                0.82589,                0.68602,                0.65895,                0.83387,                 1.0847,             0.00018857,             0.00018857,             0.00018857
                    225,                 0.3493,                0.29186,                0.88101,                0.83454,                0.72444,                0.82382,                0.68852,                0.68555,                0.83917,                 1.1053,             0.00018621,             0.00018621,             0.00018621
                    226,                0.35551,                0.29423,                0.89412,                0.84015,                0.71086,                0.80923,                0.67111,                 0.6917,                0.88479,                 1.1042,             0.00018385,             0.00018385,             0.00018385
                    227,                0.34168,                0.28389,                0.88707,                0.84315,                0.69407,                0.81574,                0.68078,                0.68024,                0.85782,                 1.0986,              0.0001815,              0.0001815,              0.0001815
                    228,                0.35005,                0.29349,                0.87636,                0.82695,                0.72646,                0.81656,                0.67161,                0.69447,                0.83165,                 1.1013,             0.00017914,             0.00017914,             0.00017914
                    229,                0.34892,                0.28449,                0.87184,                0.90476,                0.66674,                0.81408,                0.68275,                0.67351,                0.84326,                 1.0794,             0.00017679,             0.00017679,             0.00017679
                    230,                 0.3525,                0.27994,                0.87902,                0.82811,                 0.7117,                0.81168,                0.68659,                0.66709,                0.87693,                 1.0697,             0.00017443,             0.00017443,             0.00017443
                    231,                 0.3505,                0.27874,                0.87173,                0.88069,                0.66212,                0.81992,                0.69304,                0.67145,                0.84576,                 1.0721,             0.00017207,             0.00017207,             0.00017207
                    232,                0.34465,                0.28101,                0.88213,                0.89859,                0.67581,                0.82596,                 0.6919,                0.67095,                0.82908,                 1.0914,             0.00016972,             0.00016972,             0.00016972
                    233,                0.33952,                0.28125,                0.87689,                0.75094,                 0.7497,                0.80588,                0.68089,                0.66392,                0.90724,                 1.0848,             0.00016736,             0.00016736,             0.00016736
                    234,                0.33752,                0.28144,                 0.8737,                0.84642,                0.70844,                0.82574,                0.69548,                0.66232,                0.83115,                 1.0829,             0.00016501,             0.00016501,             0.00016501
                    235,                0.33756,                0.27866,                0.87536,                0.80796,                0.73795,                0.83262,                0.69906,                 0.6817,                0.79714,                 1.0892,             0.00016265,             0.00016265,             0.00016265
                    236,                0.33507,                 0.2728,                0.87133,                0.82317,                0.72711,                0.82696,                0.69425,                0.67963,                 0.8325,                 1.0799,             0.00016029,             0.00016029,             0.00016029
                    237,                0.34651,                0.27384,                 0.8766,                0.89108,                0.68258,                0.82926,                0.69616,                0.65589,                0.84432,                 1.0707,             0.00015794,             0.00015794,             0.00015794
                    238,                0.33578,                0.27403,                0.87041,                 0.8449,                0.74407,                 0.8315,                0.69885,                0.66145,                0.79784,                 1.0744,             0.00015558,             0.00015558,             0.00015558
                    239,                0.33556,                0.27376,                0.87352,                0.88032,                0.73411,                0.82829,                0.70466,                0.66522,                0.79093,                 1.0911,             0.00015322,             0.00015322,             0.00015322
                    240,                0.33314,                0.27215,                0.87281,                0.82401,                0.75365,                0.83832,                0.70577,                0.67296,                0.79526,                 1.0916,             0.00015087,             0.00015087,             0.00015087
                    241,                0.33413,                  0.279,                0.87657,                0.80634,                0.74333,                0.83009,                0.69839,                0.67758,                0.82062,                 1.0959,             0.00014851,             0.00014851,             0.00014851
                    242,                0.33395,                0.27509,                0.88319,                0.82638,                0.74467,                0.83244,                0.69701,                0.67607,                0.79591,                 1.0801,             0.00014616,             0.00014616,             0.00014616
                    243,                0.33855,                0.27777,                 0.8836,                0.83682,                0.74035,                0.83972,                 0.7093,                0.65557,                 0.7675,                 1.0683,              0.0001438,              0.0001438,              0.0001438
                    244,                0.33368,                0.27671,                0.87551,                0.86973,                0.75562,                 0.8556,                0.71991,                0.66026,                0.71935,                 1.0702,             0.00014144,             0.00014144,             0.00014144
                    245,                 0.3303,                0.26244,                0.86858,                0.85069,                0.75047,                0.84576,                0.70949,                0.67659,                0.73457,                 1.0902,             0.00013909,             0.00013909,             0.00013909
                    246,                0.31781,                0.25811,                0.87278,                0.84629,                 0.7636,                0.83906,                0.70478,                  0.658,                0.74649,                 1.0888,             0.00013673,             0.00013673,             0.00013673
                    247,                 0.3291,                0.26257,                0.87836,                0.82502,                0.74258,                0.83389,                 0.7018,                0.65571,                0.78053,                 1.0825,             0.00013437,             0.00013437,             0.00013437
                    248,                0.32333,                0.26585,                0.87359,                0.82282,                0.76597,                0.83035,                0.70813,                0.65173,                0.80129,                   1.08,             0.00013202,             0.00013202,             0.00013202
                    249,                0.33464,                0.27334,                0.87753,                0.88556,                0.71475,                0.83217,                0.70959,                0.65911,                 0.7851,                 1.0829,             0.00012966,             0.00012966,             0.00012966
                    250,                0.33325,                0.27315,                0.87155,                0.90702,                0.66467,                0.81451,                 0.6897,                0.67284,                0.85646,                 1.0871,             0.00012731,             0.00012731,             0.00012731
                    251,                  0.323,                0.27035,                0.87399,                0.83431,                0.70633,                0.81833,                0.69722,                0.67194,                0.84308,                 1.0853,             0.00012495,             0.00012495,             0.00012495
                    252,                0.32392,                0.26471,                0.87251,                0.83567,                 0.7121,                0.82415,                0.69654,                 0.6796,                0.82838,                 1.0857,             0.00012259,             0.00012259,             0.00012259
                    253,                0.32852,                 0.2672,                0.88136,                0.79169,                0.73985,                0.82445,                0.69943,                0.68994,                0.82895,                  1.115,             0.00012024,             0.00012024,             0.00012024
                    254,                0.32278,                0.27191,                0.87722,                0.85378,                 0.7125,                0.82933,                0.69795,                0.67897,                0.82238,                  1.111,             0.00011788,             0.00011788,             0.00011788
                    255,                0.32365,                0.26234,                0.86741,                0.86061,                0.69726,                 0.8246,                0.69755,                0.67428,                0.81202,                 1.1065,             0.00011553,             0.00011553,             0.00011553
                    256,                0.33673,                0.27347,                0.88018,                0.86865,                0.70405,                0.82504,                0.69257,                0.67613,                0.79258,                 1.1076,             0.00011317,             0.00011317,             0.00011317
                    257,                0.32875,                 0.2792,                0.87537,                0.84782,                0.74205,                0.83858,                0.70127,                0.67084,                0.76788,                  1.098,             0.00011081,             0.00011081,             0.00011081
                    258,                0.30906,                0.25031,                 0.8711,                0.83227,                0.73442,                0.83259,                0.70289,                0.67137,                0.78748,                 1.0892,             0.00010846,             0.00010846,             0.00010846
                    259,                0.32852,                 0.2711,                0.87445,                0.89465,                0.68745,                0.82811,                0.69506,                0.67262,                0.83067,                 1.0899,              0.0001061,              0.0001061,              0.0001061
                    260,                0.31798,                0.26324,                 0.8802,                0.83391,                0.72893,                0.82934,                0.69493,                0.66953,                0.83817,                 1.0977,             0.00010374,             0.00010374,             0.00010374
                    261,                0.31209,                0.25889,                0.87383,                0.82557,                0.72154,                0.81889,                0.68842,                0.67583,                0.83287,                 1.1027,             0.00010139,             0.00010139,             0.00010139
                    262,                0.31851,                0.26105,                0.87327,                0.82957,                0.71618,                0.82551,                0.69195,                0.66435,                 0.7868,                 1.0927,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    263,                0.32946,                0.26555,                0.87252,                0.87337,                0.72018,                0.83811,                0.70405,                0.66168,                0.75226,                 1.0928,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    264,                0.30518,                0.25323,                0.86956,                0.79174,                0.76455,                0.83526,                0.70429,                0.65938,                0.77368,                 1.0867,             9.4319e-05,             9.4319e-05,             9.4319e-05
                    265,                0.31862,                0.25466,                0.87018,                0.84368,                 0.7368,                0.83756,                0.70673,                0.65197,                0.77873,                 1.0778,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    266,                0.31053,                0.25339,                0.87328,                0.80902,                0.75966,                0.83007,                0.70419,                0.66281,                0.78713,                 1.0885,             8.9607e-05,             8.9607e-05,             8.9607e-05
                    267,                0.31901,                0.26168,                0.87484,                0.82341,                0.75508,                0.83112,                0.70538,                0.67079,                0.78549,                 1.0968,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    268,                0.32108,                0.25597,                0.86902,                0.81192,                0.74739,                 0.8277,                0.70052,                0.67357,                0.80094,                 1.0954,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    269,                0.31346,                0.25383,                0.87011,                0.85681,                0.70109,                 0.8305,                0.70133,                0.66281,                0.80565,                 1.0888,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    270,                0.31294,                  0.257,                0.87178,                0.81988,                0.73802,                0.83158,                 0.7005,                0.66371,                0.80287,                   1.09,             8.0182e-05,             8.0182e-05,             8.0182e-05
                    271,                 0.3143,                0.25443,                0.87249,                0.83575,                0.73359,                0.83188,                0.70365,                0.66537,                0.79483,                 1.0897,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    272,                0.30843,                0.25391,                0.87374,                0.88075,                0.72153,                0.84487,                0.71469,                0.66125,                0.76291,                  1.081,              7.547e-05,              7.547e-05,              7.547e-05
                    273,                0.31443,                0.24506,                0.87014,                0.84953,                0.75269,                0.84531,                0.71432,                0.65577,                0.76298,                 1.0824,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    274,                0.30795,                0.24728,                0.86732,                0.88105,                0.73571,                0.85278,                0.71311,                0.66356,                0.76217,                 1.0852,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    275,                0.30695,                0.24882,                0.86468,                0.85871,                0.75477,                0.85288,                0.71662,                0.66281,                0.76095,                 1.0836,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    276,                0.32126,                0.26008,                  0.874,                0.89826,                0.71639,                0.85543,                0.71919,                0.65669,                0.74545,                 1.0813,             6.6045e-05,             6.6045e-05,             6.6045e-05
                    277,                 0.2982,                0.25013,                0.87093,                0.86669,                0.73472,                0.85599,                0.71827,                0.65519,                0.73951,                 1.0724,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    278,                 0.2968,                0.24383,                0.87112,                0.82543,                0.75772,                0.84928,                0.71373,                0.65118,                0.74644,                 1.0721,             6.1333e-05,             6.1333e-05,             6.1333e-05
                    279,                0.29808,                0.25006,                0.86753,                0.84661,                0.72754,                0.84236,                0.70739,                0.65277,                0.76059,                 1.0736,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    280,                0.29596,                0.24075,                 0.8614,                0.85259,                0.72609,                0.84022,                0.70595,                 0.6597,                0.79357,                 1.0788,              5.662e-05,              5.662e-05,              5.662e-05
                    281,                0.29504,                 0.2442,                0.86673,                0.82668,                0.74107,                0.84091,                 0.7039,                0.66053,                0.80314,                 1.0855,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    282,                0.30631,                 0.2461,                0.86474,                0.85885,                0.72203,                0.84344,                0.70495,                0.66417,                0.81669,                 1.0879,             5.1908e-05,             5.1908e-05,             5.1908e-05
                    283,                0.30554,                0.24748,                0.86961,                0.80295,                0.76007,                0.84248,                0.70712,                0.65989,                 0.8138,                 1.0869,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    284,                0.30062,                0.23617,                0.86373,                0.82736,                0.74657,                0.83497,                0.70291,                0.66575,                 0.8182,                 1.0856,             4.7195e-05,             4.7195e-05,             4.7195e-05
                    285,                0.30762,                 0.2453,                0.87492,                0.84393,                0.72837,                0.83557,                0.70274,                0.66405,                0.82119,                 1.0808,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    286,                0.30681,                0.24632,                0.86552,                0.79003,                0.75928,                0.83824,                0.70297,                0.66122,                0.82211,                 1.0835,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    287,                0.29318,                0.24323,                0.87041,                0.80498,                0.76025,                0.83319,                0.70648,                0.65864,                 0.8002,                 1.0823,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    288,                 0.2981,                0.24317,                0.86501,                0.86834,                0.72599,                0.83716,                0.70857,                0.65559,                0.78631,                 1.0799,             3.7771e-05,             3.7771e-05,             3.7771e-05
                    289,                0.30152,                0.24333,                0.86569,                0.86113,                0.73019,                 0.8375,                0.71006,                  0.658,                 0.7767,                 1.0838,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    290,                0.29967,                0.24301,                0.87267,                0.80664,                0.76714,                0.83927,                 0.7083,                0.66246,                0.79131,                 1.0858,             3.3058e-05,             3.3058e-05,             3.3058e-05
                    291,                0.26098,                0.20297,                0.81512,                0.87903,                0.71128,                0.83699,                0.70537,                0.66342,                0.78349,                 1.0921,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    292,                0.24024,                0.17773,                0.80518,                0.87454,                0.72253,                0.83137,                0.70016,                0.67718,                 0.8035,                 1.1082,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    293,                0.23891,                0.17574,                0.80731,                0.87991,                0.70973,                0.83002,                0.69696,                0.67078,                 0.7937,                 1.1043,              2.599e-05,              2.599e-05,              2.599e-05
                    294,                0.23393,                 0.1714,                0.80558,                 0.8816,                0.70024,                 0.8315,                0.69566,                0.66684,                0.79749,                 1.1045,             2.3633e-05,             2.3633e-05,             2.3633e-05
                    295,                0.22481,                0.17191,                0.80628,                0.86195,                0.70618,                0.82139,                0.69469,                0.66879,                0.80928,                 1.1076,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    296,                0.23474,                0.17181,                0.80163,                0.85606,                0.71197,                0.82775,                0.69619,                0.67015,                0.81591,                 1.1109,             1.8921e-05,             1.8921e-05,             1.8921e-05
                    297,                0.22092,                0.16867,                0.79327,                0.83677,                0.72801,                0.82364,                0.69583,                0.67622,                0.81822,                 1.1166,             1.6565e-05,             1.6565e-05,             1.6565e-05
                    298,                0.21775,                0.16404,                0.79974,                0.83101,                0.72844,                0.82756,                0.69579,                0.67591,                0.82399,                 1.1156,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    299,                0.21326,                0.16223,                 0.7985,                0.82582,                0.73198,                0.82662,                0.69865,                0.68086,                0.82332,                 1.1186,             1.1852e-05,             1.1852e-05,             1.1852e-05
                    300,                0.23087,                0.16804,                0.80159,                0.81975,                0.73458,                0.82739,                0.69741,                0.68105,                0.82001,                 1.1201,             9.4962e-06,             9.4962e-06,             9.4962e-06
